Name,Transliteral Name,Artist,Composition,Arrangement,Genre,BPM,Length,Beginner Rating,Beginner Note Count,Beginner Charge Notes,SPN Rating,SPN Note Count,SPN Charge Notes,SPN Backspin Scratches,SPN Hell Charge Notes,SPN Hell Backspin Scratches,SPH Rating,SPH Note Count,SPH Charge Notes,SPH Backspin Scratches,SPH Hell Charge Notes,SPH Hell Backspin Scratches,SPA Rating,SPA Note Count,SPA Charge Notes,SPA Backspin Scratches,SPA Hell Charge Notes,SPA Hell Backspin Scratches,SPL Rating,SPL Note Count,SPL Charge Notes,SPL Backspin Scratches,SPL Hell Charge Notes,SPL Hell Backspin Scratches,DPN Rating,DPN Note Count,DPN Charge Notes,DPN Backspin Scratches,DPN Hell Charge Notes,DPN Hell Backspin Scratches,DPH Rating,DPH Note Count,DPH Charge Notes,DPH Backspin Scratches,DPH Hell Charge Notes,DPH Hell Backspin Scratches,DPA Rating,DPA Note Count,DPA Charge Notes,DPA Backspin Scratches,DPA Hell Charge Notes,DPA Hell Backspin Scratches,DPL Rating,DPL Note Count,DPL Charge Notes,DPL Backspin Scratches,DPL Hell Charge Notes,DPL Hell Backspin Scratches,First Music Game Appearance,Other Music Game Appearances,Video Jockey,RemyWiki Link
天空の夜明け,Tenkuu no yoake,Cuvelia,dj TAKA,dj TAKA,ANTHEM (アンセム),150,2:12,,,,7,686,,,,,10,1125,,,,,12,2072,,,,,,,,,,,7,703,,,,,11,1444,,,,,12,2261,,,,,,,,,,,beatmania IIDX 19 Lincle,"pop'n music Sunny Park, REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 49, ポップンリズミン dj TAKAパック1",OTAS (overlays by GOLI),https://remywiki.com/Tenkuu_no_yoake
突撃！ガラスのニーソ姫！,Totsugeki! Glass no kneeso hime!,山本椛 (monotone) ,ARM,ARM,電波 (DENPA),185,1:53,,,,4,329,,,,,7,592,,,,,10,1066,9,1,,,,,,,,,4,363,,,,,8,696,,,,,10,1144,11,1,,,,,,,,,beatmania IIDX 19 Lincle,"BeatStream, DanceDanceRevolution (2014)",Steins (overlays by GOLI),https://remywiki.com/Totsugeki!_Glass_no_kneeso_hime!
ユミル,Ymir,MYTHOLOGIA by MLREC.,"S.S.D., NIHILISTICA","S.S.D., NIHILISTICA",SYMPHONIC-TEK,164,2:04,,,,3,333,,,,,7,691,,,,,11,1434,,,,,,,,,,,5,505,,,,,8,854,,,,,11,1404,,,,,,,,,,,beatmania IIDX 19 Lincle,,shiro,https://remywiki.com/Ymir
Aegis,Aegis,IT medalion,IT medalion,IT medalion,TECHNO,162,1:48,,,,6,459,16,,,,8,717,16,,,,11,1202,20,,,,,,,,,,5,444,16,,,,8,728,16,,,,10,1109,20,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,かーる,https://remywiki.com/Aegis
ALBIDA,ALBIDA,DJ YOSHITAKA,DJ YOSHITAKA,DJ YOSHITAKA,HARD RENAISSANCE,185,1:55,3,267,,6,560,,,,,10,1013,,,,,12,1530,,,,,,,,,,,6,568,,,,,9,958,,,,,11,1393,,,,,,,,,,,jubeat ripples APPEND,"beatmania IIDX 18 Resort Anthem, jubeat plus music pack 20, jubeat plus (Android) KONAMI music pack 03, jukebeat KONAMI music pack 12, REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 31, REFLEC BEAT + KONAMI MUSIC PACK 23",F-FLY,https://remywiki.com/ALBIDA
Answer,Answer,星野奏子,ikutaMachine,ikutaMachine,STARPOP,156,2:07,,,,4,393,,,,,7,748,,,,,10,1224,,,,,,,,,,,5,463,,,,,7,738,,,,,9,1142,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,小美野昌史,https://remywiki.com/Answer
ANTHEM LANDING,ANTHEM LANDING,DJムラサメ,DJ MURASAME,DJ MURASAME,LATIN TEK,151,"2:01 (NORMAL), 2:07 (HYPER), 2:05 (ANOTHER)",,,,5,489,,,,,9,987,,,,,11,1484,,,,,,,,,,,6,555,,,,,10,1164,,,,,11,1258,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"Akira Nightray (WelzAnimationStudios Co.,ltd.)",https://remywiki.com/ANTHEM_LANDING
Believe In Me,Believe In Me,Uraken feat. Calyn Tsukishima,Uraken,Uraken,HARDCORE,170,2:00,,,,5,533,,,,,9,962,,,,,11,1213,,,,,,,,,,,5,502,,,,,9,916,,,,,11,1200,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/Believe_In_Me
BLUST OF WIND,BLUST OF WIND,Anemo=Aspel by MLREC.,Michiko Abe,NIHILISTICA,CROSSOVER HOUSE,145,2:00,,,,5,427,6,,,,8,810,6,,,,10,1080,7,,,,,,,,,,5,394,6,,,,8,784,6,,,,10,1113,7,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"Yuki Yoshida (WelzAnimationStudios Co.,ltd.)",https://remywiki.com/BLUST_OF_WIND
Bounce Bounce Bounce,Bounce Bounce Bounce,kors k feat. Kanata Okajima&楽天斎,kors k,kors k,DANCEHALL,116,2:10 ,,,,5,560,,,,,9,909,,,,,11,1293,,,,,,,,,,,5,507,,,,,9,874,,,,,11,1230,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/Bounce_Bounce_Bounce
Breaking the ground,Breaking the ground,Art of Fighters,"C.Nardelli, M.Monopoli","C.Nardelli, M.Monopoli",HARDCORE,166,2:15,,,,5,598,,,,,8,899,,,,,10,1274,,,,,,,,,,,5,556,,,,,8,866,,,,,10,1265,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by NAGI),https://remywiki.com/Breaking_the_ground
BROKEN EDEN,BROKEN EDEN,MYTHOLOGIA by MLREC.,"S.S.D., NIHILISTICA","S.S.D., NIHILISTICA",SYMPHONIC-TEK,162,1:53,,,,6,542,,,,,9,917,,,,,11,1182,,,,,,,,,,,6,560,,,,,10,992,,,,,11,1235,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,F-FLY,https://remywiki.com/BROKEN_EDEN
Broken,Broken,dj TAKA feat. AiMEE,dj TAKA,dj TAKA,TRANCE,148,2:17,,,,5,543,,,,,9,1039,,,,,12,1598,,,,,,,,,,,5,551,,,,,9,1096,,,,,12,1420,,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, jubeat plus / jubeat plus (Android) RUNRUNマラソン！ pack 2, jubeat saucer, jukebeat KONAMI music pack 54, REFLEC BEAT plus MUSIC PACK 13, REFLEC BEAT + KONAMI MUSIC PACK 09, ポップンリズミン dj TAKAパック1",F-FLY,https://remywiki.com/Broken
Dances with Snow Fairies,Dances with Snow Fairies,Dr.Honda,Dr.Honda,Dr.Honda,トレンディートランス (TRENDY TRANCE),154,2:07,,,,7,743,,,,,10,1165,,,,,12,1623,,,,,,,,,,,7,739,,,,,10,1183,,,,,12,1848,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by NAGI),https://remywiki.com/Dances_with_Snow_Fairies
DAYDREAMER,DAYDREAMER,ピンクターボ,Noboru Saito,Noboru Saito,GIRLY ROCK,195,2:09,,,,6,598,,,,,8,885,,,,,10,1265,,,,,,,,,,,6,585,,,,,8,822,,,,,10,1304,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,なかのりょうすけ,https://remywiki.com/DAYDREAMER
Destiny Sword,Destiny Sword,CAPACITY GATE,CAPACITY GATE,CAPACITY GATE,ELECTRIC STEP,155,1:48,,,,5,455,,,,,9,923,,,,,11,1213,,,,,,,,,,,5,453,,,,,9,829,,,,,11,1254,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"Mitsuhiro Saida (Welzanimationstudios Co., ltd.), Masayuki Fujimoto (Welzanimationstudios Co., ltd.)",https://remywiki.com/Destiny_Sword
DM STAR ～関西 energy style～,DM STAR ~Kansai energy style~,NAOKI,NAOKI MAEDA,NAOKI MAEDA,SPEED RAVE,155,2:04,,,,6,562,,,,,9,979,,,,,10,1206,,,,,,,,,,,6,637,,,,,9,1109,,,,,11,1474,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by VJ GYO),https://remywiki.com/DM_STAR_~Kansai_energy_style~
ELECTRIC MASSIVE DIVER,ELECTRIC MASSIVE DIVER,L.E.D.-G,L.E.D.-G,L.E.D.-G,GABBA,178,2:19,,,,6,688,,,,,10,1291,,,,,12,1883,,,,,,,,,,,6,583,,,,,9,1020,,,,,12,1867,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by ゆっきノコ),https://remywiki.com/ELECTRIC_MASSIVE_DIVER
Energy Drive,Energy Drive,kevin energy,Kevin Thorpe,Kevin Thorpe,HARDCORE,170,2:05,,,,6,448,33,3,,,8,763,28,3,,,11,1122,33,3,,,,,,,,,6,452,33,3,,,8,835,28,3,,,11,1230,33,3,,,,,,,,,beatmania IIDX 18 Resort Anthem,,shiro,https://remywiki.com/Energy_Drive
Eternal Tears,Eternal Tears,ツガル,ikutaMachine,ikutaMachine,WINTER BALLADE,84,2:00,,,,2,222,,,,,5,551,,,,,7,691,,,,,,,,,,,2,266,,,,,5,485,,,,,7,691,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,shiro,https://remywiki.com/Eternal_Tears
Everlasting Resort,Everlasting Resort,SUPER STAR 満-MITSURU-,SUPER STAR -MITSURU-,SUPER STAR -MITSURU-,ONLY ONE ANTHEM,148,1:53,,,,4,448,10,1,,,7,669,18,1,,,10,959,29,1,,,,,,,,,5,472,10,1,,,7,750,29,1,,,10,1058,10,1,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/Everlasting_Resort
Fantasia,Fantasia,TËЯRA,jun,NAOKI MAEDA,HYPER FANTASIA (ハイパーファンタジア),165,1:46,1,122,,3,201,,,,,8,781,,,,,10,1123,,,,,,,,,,,4,309,,,,,8,783,,,,,10,1216,,,,,,,,,,,pop'n music 17 THE MOVIE,"beatmania IIDX 18 Resort Anthem, HELLO! POP'N MUSIC, jubeat saucer, jubeat plus copious pack 12, jukebeat KONAMI music pack 25, REFLEC BEAT colette -Winter-, REFLEC BEAT plus MUSIC PACK 36",shiro,https://remywiki.com/Fantasia
Golden Palms,Golden Palms,Dirty Androids,Dirty Androids,Dirty Androids,NU DISCO,130,2:01,,,,5,377,43,,,,8,758,43,,,,10,1036,56,,,,11,1240,123,8,,,5,503,43,,,,9,853,65,,,,10,1185,68,,,,11,1264,116,8,,,beatmania IIDX 18 Resort Anthem,,"Vincent Bui, Jean Ledieu",https://remywiki.com/Golden_Palms
I FIGHT ME,I FIGHT ME,kobo feat.Marsha,Shuichi Kobori,Shuichi Kobori,DRUM&BASS,175,2:04,,,,3,315,,,,,7,718,,,,,9,1068,,,,,,,,,,,4,366,,,,,7,781,,,,,10,1172,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,Vincent Bui,https://remywiki.com/I_FIGHT_ME
Kailua,Kailua,kors k,kors k,kors k,ENERGETIC HAWAIIAN TRANCE,146,1:55,,,,5,268,58,,,,9,708,116,,,,11,1125,140,,,,,,,,,,4,429,81,,,,9,740,108,,,,12,1120,140,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"REFLEC BEAT groovin'!!, REFLEC BEAT plus MUSIC PACK 67",alo (overlays by Fukutomi WAVE),https://remywiki.com/Kailua
Let The Track Flow,Let The Track Flow,Brisk & Ham,"P.Nineham, H.Dean","P.Nineham, H.Dean",UK HARDCORE,175,1:57,,,,6,571,,,,,9,943,,,,,11,1367,,,,,,,,,,,5,534,,,,,8,903,,,,,11,1380,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by VJ GYO),https://remywiki.com/Let_The_Track_Flow
Medicine of love,Medicine of love,イロハ&リリナ,Yoshiyuki Kinoshita,Yoshiyuki Kinoshita,MAGICAL POP,173,1:40,,,,4,331,,,,,6,558,,,,,9,866,,,,,,,,,,,4,328,,,,,6,502,,,,,9,857,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"REFLEC BEAT plus MUSIC PACK 05, REFLEC BEAT + KONAMI MUSIC PACK 1",VJ GYO,https://remywiki.com/Medicine_of_love
Mermaid girl,Mermaid girl,Cream puff,Cream puff,Cream puff,BUBBLEGUM DANCE (バブルガムダンス),140,2:06,,,,5,500,,,,,8,856,,,,,10,1113,,,,,,,,,,,6,629,,,,,8,1003,,,,,11,1310,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"DanceDanceRevolution X3 VS 2ndMIX, DanceEvolution ARCADE, pop'n music 20 fantasia, ミライダガッキ FutureTomTom Ver.2, ポップンリズミン beatmaniaIIDXパック2",F-FLY (overlays by Fukutomi WAVE),https://remywiki.com/Mermaid_Girl
Never Fade Away,Never Fade Away,Sota Fujimori feat. dj MAX STEROID,Sota Fujimori,Sota Fujimori,IIDX HANDZ UP!!,170,2:05,,,,4,398,,,,,8,907,,,,,11,1535,,,,,,,,,,,5,529,,,,,9,1104,,,,,11,1598,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/Never_Fade_Away
New Castle Legions,New Castle Legions,Dirty Androids,Dirty Androids,Dirty Androids,DYSTOPIA,120-180,1:59,,,,6,510,,,,,10,1042,21,,,,12,1418,22,,,,,,,,,,6,478,,,,,10,990,,,,,12,1587,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,F-FLY,https://remywiki.com/New_Castle_Legions
PARADISE LOST,PARADISE LOST,Ryu☆ Vs. L.E.D.-G,"Ryu☆, L.E.D.-G","Ryu☆, L.E.D.-G",TRANCE CORE,200,2:13,,,,7,726,23,,,,11,1217,46,,,,12,1718,73,,,,,,,,,,7,689,23,,,,11,1106,46,,,,12,1820,73,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by HES),https://remywiki.com/PARADISE_LOST
passionate fate,Passionate fate,Ryu☆,Ryu☆,Ryu☆,HANDZ UP,149,1:58,,,,6,589,,,,,8,832,,,,,10,1072,,,,,,,,,,,6,573,,,,,9,840,,,,,11,1295,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"jubeat plus / jubeat plus (Android) 発見！よみがえったBEMANI遺跡 pack 2, jubeat saucer fulfill",VJ GYO,https://remywiki.com/Passionate_fate
perditus†paradisus,Perditus paradisus,iconoclasm,"dj TAKA, wac","dj TAKA, wac",ANTHEM CORE,172,2:10,,,,7,658,25,,,,11,1345,42,,,,12,2065,55,,,,,,,,,,7,665,25,,,,11,1341,42,,,,12,2109,54,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"pop'n music ラピストリア, REFLEC BEAT colette -Summer-, REFLEC BEAT plus MUSIC PACK 59",alo (overlays by VJ GYO),https://remywiki.com/Perditus_paradisus
Programmed Life,Programmed Life,kors k,kors k,kors k,PSY TRANCE (FULL ON),145,1:50,,,,6,557,,,,,9,921,,,,,10,1206,,,,,,,,,,,6,551,,,,,9,931,,,,,11,1291,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"Manabu Komatsu (WelzAnimationStudios Co.,ltd.)",https://remywiki.com/Programmed_Life
reunion,Reunion,Tatsh,Tatsh,Tatsh,CYBER WALTZ,184,2:03,3,281,,8,708,,,,,11,1239,,,,,12,1677,,,,,,,,,,,8,822,,,,,11,1243,,,,,12,1893,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"REFLEC BEAT, REFLEC BEAT plus MUSIC PACK 15, REFLEC BEAT + KONAMI MUSIC PACK 07",XTC (overlays by MAYA),https://remywiki.com/Reunion
Rock Da House,Rock Da House,M-Project fw. GUHROOVY,"M-Project, GUHROOVY","M-Project, GUHROOVY",UK HARDCORE,175,1:49,,,,5,456,,,,,9,836,,,,,11,1128,,,,,,,,,,,5,453,,,,,8,794,,,,,10,1150,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,yama_ko,https://remywiki.com/Rock_Da_House
SABER WING,SABER WING,TAG,TAG,TAG,SHOOTING WALTZ,37-444,1:47,,,,5,282,,,,,9,952,,,,,11,1438,,,,,,,,,,,5,372,,,,,9,928,,,,,12,1549,,,,,,,,,,,DanceDanceRevolution X,"beatmania IIDX 18 Resort Anthem, REFLEC BEAT groovin'!!, REFLEC BEAT plus MUSIC PACK 70",Unknown,https://remywiki.com/SABER_WING
Sakura Reflection,Sakura Reflection,Ryu☆,Ryu☆,Ryu☆,HAPPY HARDCORE ,181,1:45,,,,3,242,,,,,9,815,23,,,,11,1190,48,,,,,,,,,,6,511,18,,,,9,879,16,,,,11,1395,70,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, BeatStream アニムトライヴ, DanceDanceRevolution A, REFLEC BEAT plus MUSIC PACK 04, REFLEC BEAT + KONAMI MUSIC PACK 2",Fukutomi WAVE,https://remywiki.com/Sakura_Reflection
sakura storm,Sakura storm,Ryu☆,Ryu☆,Ryu☆,HAPPY HARDCORE,184,1:33,,,,5,529,,,,,8,675,23,,,,12,1225,31,,,,,,,,,,6,550,,,,,10,913,59,,,,12,1498,88,,,,,,,,,,DanceDanceRevolution UNIVERSE3,"beatmania IIDX 18 Resort Anthem, DanceDanceRevolution X2, REFLEC BEAT colette -All Seasons-, REFLEC BEAT plus MUSIC PACK 61",Unknown,https://remywiki.com/Sakura_storm
Session 9 -Chronicles-,Session 9 -Chronicles-,PRASTIK DANCEFLOOR,PRASTIK DANCEFLOOR,PRASTIK DANCEFLOOR,ROCKIN' DRUM'N'BASS,182-189,2:03,,,,5,393,,,,,10,1238,,,,,12,1852,,,,,,,,,,,5,512,,,,,10,1184,,,,,12,1731,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo,https://remywiki.com/Session_9_-Chronicles-
Space Time,Space Time,NISH,NISH,NISH,ENERGETIC TRANCE,143,2:12,,,,4,317,,,,,8,867,,,,,10,1114,,,,,,,,,,,4,478,,,,,8,896,,,,,11,1359,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"Yumi Yoshimura (WelzAnimationStudios Co.,ltd.)",https://remywiki.com/Space_Time
SPECIAL SUMMER CAMPAIGN!,SPECIAL SUMMER CAMPAIGN!,Lucky Vacuum,Lucky Vacuum,Lucky Vacuum,BUCHIAGE TRANCE,168,1:46,,,,4,358,,,,,8,833,,,,,12,1509,,,,,,,,,,,6,601,,,,,10,1097,,,,,12,1526,,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, DanceDanceRevolution (2014), REFLEC BEAT plus MUSIC PACK 06, REFLEC BEAT + KONAMI MUSIC PACK 07",VJ GYO,https://remywiki.com/SPECIAL_SUMMER_CAMPAIGN!
Stay my side,Stay my side,DJ Yoshitaka feat.RINA,DJ Yoshitaka,DJ Yoshitaka,R&B,100,1:42,,,,4,325,7,,,,6,541,10,,,,8,678,14,,,,,,,,,,4,301,7,,,,6,498,11,,,,7,685,12,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"REFLEC BEAT, REFLEC BEAT plus MUSIC PACK 10, REFLEC BEAT + KONAMI MUSIC PACK 09",VJ GYO,https://remywiki.com/Stay_my_side
STELLAR WIND,STELLAR WIND,L.E.D.,L.E.D.,L.E.D.,HARD DANCE ,162,2:02,2,194,,4,322,,,,,9,963,,,,,11,1370,,,,,,,,,,,5,523,,,,,9,930,,,,,11,1373,,,,,,,,,,,beatmania IIDX 18 Resort Anthem / jubeat knit APPEND,"jubeat plus music pack 21, jubeat plus (Android) KONAMI music pack 17, jukebeat KONAMI music pack 02, REFLEC BEAT limelight, REFLEC BEAT plus jubeat PACK 02, REFLEC BEAT + KONAMI MUSIC PACK 18",VJ GYO,https://remywiki.com/STELLAR_WIND
THE BLACK KNIGHT,THE BLACK KNIGHT,L.E.D.,L.E.D.,L.E.D.,GOA TRANCE,154,2:08,,,,5,470,14,,,,10,1067,20,,,,11,1488,20,,,,,,,,,,6,518,18,,,,10,1086,20,,,,12,1490,35,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by NAGI),https://remywiki.com/THE_BLACK_KNIGHT
THE DOOR INTO RAINBOW,THE DOOR INTO RAINBOW,L.E.D.,L.E.D.,L.E.D.,TRANCE,155,2:06,,,,4,409,8,3,,,8,873,18,3,,,10,1123,18,3,,,,,,,,,4,425,8,3,,,9,923,19,3,,,11,1289,18,3,,,,,,,,,beatmania IIDX 18 Resort Anthem,,"pam, Ta-k (Disbound Dimension, ltd.)",https://remywiki.com/THE_DOOR_INTO_RAINBOW
THE FALLEN,THE FALLEN,L.E.D.-G,L.E.D.-G,L.E.D.-G,GOTH NU-STYLE GABBA,167,1:51,,,,5,468,,,,,8,780,,,,,11,1377,,,,,,,,,,,5,529,,,,,9,925,,,,,11,1235,,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, REFLEC BEAT plus MUSIC PACK 09, REFLEC BEAT + KONAMI MUSIC PACK 06",VJ GYO,https://remywiki.com/THE_FALLEN
Tropical April,Tropical April,Risk Junk,Risk Junk,Risk Junk,VACATION DANCE,182,2:03,,,,8,827,,,,,10,1174,,,,,11,1395,,,,,,,,,,,6,636,,,,,9,1071,,,,,11,1388,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,Fukutomi WAVE (overlays by VJ GYO),https://remywiki.com/Tropical_April
Vermillion,Vermillion,Mystic Moon,Mystic Moon,Mystic Moon,PSYCHE FUSION,152,1:31,,,,5,272,8,,,,8,589,24,,,,10,1045,,,,,,,,,,,5,276,24,,,,8,743,39,,,,10,1091,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,HES,https://remywiki.com/Vermillion
Watch Out Pt.2,Watch Out Pt.2,DJ Mass MAD Izm* VS. DJ Yoshitaka,"DJ Mass MAD Izm*, DJ Yoshitaka","DJ Mass MAD Izm*, DJ Yoshitaka",TECH-BREAKBEATS,148,1:50,,,,6,599,,,,,9,1029,,,,,12,1506,,,,,,,,,,,6,616,,,,,9,961,,,,,11,1322,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,DanceEvolution ARCADE,三嶽 大輔,https://remywiki.com/Watch_Out_Pt.2
WE LOVE SHONAN,WE LOVE SHONAN,Studio Bongo Mango feat. Likkle Mai,Hiroyuki Togo,Hiroyuki Togo,SURF&DUB,165,1:47,,,,4,404,,,,,9,865,,,,,10,1106,,,,,,,,,,,4,421,,,,,8,734,,,,,11,1180,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,alo (overlays by Fukutomi WAVE),https://remywiki.com/WE_LOVE_SHONAN
WISE UP!,WISE UP!,木之下慶行 feat.星野奏子,Yoshiyuki Kinoshita,Yoshiyuki Kinoshita,RESORT HOUSE,127,1:45,2,174,,3,249,,,,,7,596,,,,,9,803,,,,,,,,,,,3,284,,,,,6,487,,,,,9,792,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,F-FLY,https://remywiki.com/WISE_UP!
Wuv U,Wuv U,kors k,kors k,kors k,CANDY RAVE (キャンディレイヴ),173,1:37,,,,3,208,,,,,8,672,,,,,10,861,,,,,,,,,,,7,623,,,,,9,804,,,,,11,1089,,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, jubeat festo, pop'n music Sunny Park, REFLEC BEAT plus MUSIC PACK 02, REFLEC BEAT +, ポップンリズミン REFLEC BEATパック1",F-FLY,https://remywiki.com/Wuv_U
XANADU OF TWO,XANADU OF TWO,T.Kakuta With Starving Trancer + 森永真由美,Toshiyuki Kakuta,Starving Trancer,DANCE POP,160,2:11,,,,5,505,,,,,8,882,,,,,10,1382,,,,,,,,,,,5,551,,,,,8,879,,,,,10,1329,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/XANADU_OF_TWO
ZETA～素数の世界と超越者～,ZETA~sosuu no sekai to chouetsusha~,Zektbach,Zektbach,Zektbach,IDM,90-180,2:14,2,167,,4,307,,,,,9,1097,,,,,11,1583,,,,,,,,,,,6,557,,,,,10,1307,,,,,12,1847,,,,,,,,,,,pop'n music 15 ADVENTURE,"beatmania IIDX 18 Resort Anthem, DanceDanceRevolution X2, REFLEC BEAT colette -Summer-, REFLEC BEAT plus MUSIC PACK 59, ポップンリズミン ポップンアドベンチャーパック1",VJ GYO (overlays by MAYA),https://remywiki.com/ZETA~sosuu_no_sekai_to_chouetsusha~
中華急行,Chuuka kyuukou,Ryu☆,Ryu☆,Ryu☆,HAPPY HARDCORE,171,1:42,,,,2,164,,,,,8,770,,,,,10,1167,,,,,,,,,,,5,433,,,,,8,811,,,,,10,1233,,,,,,,,,,,REFLEC BEAT,"beatmania IIDX 18 Resort Anthem, REFLEC BEAT plus MUSIC PACK 14",VJ GYO,https://remywiki.com/Chuuka_kyuukou
かげぬい ～ Ver.BENIBOTAN ～,Kagenui ~ Ver.BENIBOTAN ~,CULTVOICE by S.S.D.PRODUCTS,Arata Iiyoshi,Arata Iiyoshi,NATSU MATSURI,186,2:02,3,266,6,5,450,5,,,,7,718,6,,,,9,980,10,,,,,,,,,,5,458,5,,,,7,729,14,,,,10,1076,26,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO (overlays by GOLI),https://remywiki.com/Kagenui_~_Ver.BENIBOTAN_~
黒髪乱れし修羅となりて,Kurokami midareshi shura to narite,村正クオリア,TOMOSUKE,TOMOSUKE,NADESHIKO METAL (撫子メタル),150,2:05,,,,4,410,,,,,9,1077,,,,,12,1745,,,,,,,,,,,5,557,,,,,10,1234,,,,,12,1750,,,,,,,,,,,pop'n music 18 せんごく列伝,"beatmania IIDX 18 Resort Anthem, GITADORA (Mobile), GuitarFreaksXG2 & DrumManiaXG2 Groove to Live, jubeat plus / jubeat plus (Android) pop'n music pack 3, jubeat saucer, jukebeat KONAMI music pack 58, REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 24, ポップンリズミン ポップン和風パック1",F-FLY,https://remywiki.com/Kurokami_midareshi_shura_to_narite
おおきなこえで,Ookina koe de,猫叉Master feat.Sana,Naoyuki Sato,Naoyuki Sato,WORLD/POPS,100,2:04,,,,3,230,,,,,5,502,,,,,7,754,,,,,10,1095,21,,,,3,223,,,,,5,459,,,,,7,611,,,,,10,1067,21,,,,beatmania IIDX 18 Resort Anthem,,shiro (overlays by MAYA),https://remywiki.com/Ookina_koe_de
灼熱Beach Side Bunny,Shakunetsu Beach Side Bunny,DJ Mass MAD Izm*,DJ Mass MAD Izm*,DJ Mass MAD Izm*,BROKEN SAMBA BREAK (ブロークンサンバブレイク),153,2:02,3,296,,7,564,,,,,10,1024,,,,,12,1719,,,,,,,,,,,6,542,,,,,10,933,,,,,12,1692,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,"DanceDanceRevolution (2014), pop'n music Sunny Park, REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 48, SOUND VOLTEX III GRAVITY WARS, ミライダガッキ FutureTomTom, ポップンリズミン beatmaniaIIDXパック2",Minako Endo,https://remywiki.com/Shakunetsu_Beach_Side_Bunny
旅人リラン,Tabibito Rerun,XOGO BRYKK,XOGO BRYKK,XOGO BRYKK,ELECLORE,155,2:03,,,,6,579,,,,,9,998,,,,,11,1345,,,,,,,,,,,6,617,,,,,10,1054,,,,,12,1475,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,F-FLY,https://remywiki.com/Tabibito_Rerun
夕焼け ～Fading Day～,Yuuyake ~Fading Day~,JAKAZiD,Josh McInnes,Josh McInnes,AURAL ADRENALINE,174,1:57,,,,5,504,,,,,9,1067,,,,,11,1420,,,,,,,,,,,5,488,,,,,9,983,,,,,11,1314,,,,,,,,,,,beatmania IIDX 18 Resort Anthem,,VJ GYO,https://remywiki.com/Yuuyake_~Fading_Day~
